Answers,Labels
"@VirginAmerica mood lighting on point🙌 Reclining my seat, kickin up my feet💤",negative
@VirginAmerica my flight (6000) scheduled for 1pm departure still says on time but no plane at gate. Any update on how long of a delay?,negative
@VirginAmerica my group got their Cancelled Flightlation fees waived but I can't because my ticket is booked for 2/18? Your reps were no help either 😡,negative
@VirginAmerica Are there any sign up bonuses to enroll in Elevate?,neutral
@VirginAmerica just got on the 1pm in Newark home to LA. Your folks at EWR are incredible #letsgohome,positive
@VirginAmerica morning. If I have a question regarding elevate points &amp; flights can I DM you?,neutral
@VirginAmerica still waiting to see  @Starryeyes_Dev_  😞,neutral
@VirginAmerica was wondering if you guys recieved my dm and we're able to potentially respond asap,neutral
@VirginAmerica Flying LAX to SFO and after looking at the awesome movie lineup I actually wish I was on a long haul.,positive
“@VirginAmerica: Book out of town with fares from $59/way (+restr). http://t.co/xRdTOV7nl8 http://t.co/4Y78byAckc” @JenniferDawnPro,neutral
@united thanks,positive
@united Thanks for taking care of that MR!! Happy customer.,positive
@united still no refund or word via DM. Please resolve this issue as your Cancelled Flightled flight was useless to my assistant's trip.,negative
@united Delayed due to lack of crew and now delayed again because there's a long line for deicing... Still need to improve service #united,negative
@united thanks -- we filled it out. How's our luck with this? Is it common?,positive
@united Your ERI-ORD express connections are hugely popular .. now if only we could have an ERI-EWR hop! :),negative
@united even on international flight Glasgow to the U.S.? Then what about orlando to Newark? All 90 mins?,neutral
@united you think you boarded flight AU1066 too early? I think so.,negative
"@united I understand, but it's tough when there is no way to get to the airport w/o serious risk of an accident. It's a steep price.",neutral
"@united Gate agent hooked me up with alternate flights. If you have a way to PREVENT the constant issues, that would rock.",negative
@united flying gla-mco in a few weeks. How long do we have to be at airport for before departure for both international and domestic? Ta,neutral
@united thanks,positive
@united Thanks. It is on the same ticket.,positive
@united why not? Is it a law or a policy?,neutral
@united is the worst. Nonrefundable First class tickets? Oh because when you select Global/FC their system auto selects economy w/upgrade.,negative
@united @CheerTymeDad So I can buy tix 3 days before flight but can't transfer the tix.  Flawed security logic. Flawed customer service,negative
"@united I did start a claim but 8-10 weeks is unrealistic, am I really supposed to go that long with out a car seat for my child.Ridiculous!",negative
@united follow me please this airline is beautifull ♥,positive
"@united no I don't, but I'm sure United have my info on its system.",neutral
"@united if the car seat is lost @united should just reimburse me for a new one, this is not a pair of shoes, it's a necessity for my child",negative
@united Just submitted my response on the link you sent.,neutral
"@united yes, David Allan send an email with this number (KMM24999563V99860L0KM) and case#8719519",neutral
@united @highbuddyyy that totally sucks my cousin worked at PHL said @united,negative
@united just wanted to let you know how wonderful Rosetta the gate agent was working flight 6457 Dan to Ase. Let her know she wasappreciated,positive
"@united yes, a paper voucher that I got on January 26th 2015",neutral
@united beginning of Feb I called United they said they would send another voucher by mail. Never got anything. #tiredofwaiting,negative
"@United the internet is a great thing.  I am emailing executives in your company, maybe they will respond to me in a timely manner.",negative
"@united Do I need to use a Chase United Club pass for my 8yr old son, or can he come in with me on my pass?",neutral
@united and what am I suppose to do with that number?,neutral
"@united thats weak. See ya 👋
Hey @VirginAmerica !!",negative
@united I flew back w other company since United didnt have an earlier flight,negative
@united I lost a voucher that I was given in Miami aeroport on jan 26. I did not use it.,neutral
@united I am trying to book awards for September and need flights on @aegeanairlines but they will not show even w/ many award seats availab,negative
@united I sure did.   I had to drive a total of 3 hours to get my own bag.  I'd like to explain that debacle but no one wants to talk to me.,negative
@united @CheerTymeDad Gee that's like almost caring about ppl more than $$.  Think I'm more int in having a trusted adult w/ daughter .,neutral
"@united See? We were told repeatedly that the pilot was Late Flight and kept getting Late Flightr.  After we boarded, there was a defibrillator issue.",negative
@united why no preferred security line anymore. My TSA pre-check didn't pull on my @SilverAirways partner flight! #Platinum #spoiled,negative
@united #Newarkliberty Airport need to indicate different gate#'s for terminals A&amp;C. #Flyingainteasy,negative
"@united yes please! I am newly married and trying to update my last name on a preexisting international flight! It seems so easy, but...",negative
@united How does United refuse to reissue a $400 lost voucher when their plane didn't take off due to mechanics? #badcustomerservice,negative
"@united also during the run I was instructed to do, I shattered my computer. http://t.co/oAflfr7WXB",negative
"@united yes, we've been with the agents for the last 50 minutes. One of the agents have been very rude, but thankfully Ladan has been nice.",negative
@united that's right- with an overnight Miami.,neutral
@united Have clients with an 11 hr layover at IAH (during the day). Will they have to claim &amp; recheck luggage. Or will it be taken care of?,neutral
"@united I am trying to find out if the loaner seat is new or used, a used car seat is illegal according to safety regulations",neutral
@united i DMed you the details,neutral
"@united iah to charlotte. Baggage claim rep latrice h. #customerservice non existent, Ignored customer then inappropriately touched customer",negative
"@united Kewl. Will also let them know the overhead bin over my row was ""Inop"". I love a good abbreve.",neutral
"@united - thanks for your help...got me what I need, but its an issue with @_austrian . I guess I sit awhile longer.",positive
@united @UCtraveladvisor - I would have loved to respond to your website until I saw the really long form. In business the new seats are bad,negative
@united A refund and flight vouchers or another flight on a different airline at your expense for today. 8 hour drive is very inconvenient,negative
@united then why have I not received my call back its been 3 days...it's an infant car seat how am I supposed to go anywhere with my child,negative
@united thanks again for your concern. I will contact customer care upon our return from Australia.,neutral
@United well sitting on the ground 'on time' but waiting for a gate....again #tiredofthis,negative
"@united ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/9v8tMUsJvU",positive
"@united No, I need you guys to not over book planes. It's not a concern, I'll just travel with someone else moving forward.",negative
@united A measly $50 e-certificate is not how you appreciate loyal customers after they wait 3hrs on the tarmac during UA1116. #unacceptable,negative
@united When will email address/username sign-on be available? It's been a while.,negative
@united Thank you for that. Am I able to claim any interim expenses or is the cost of the stuff up on me?,positive
@united rude rude,negative
@united - Why can't I get a boarding pass for my Austrian Airlines codeshare flight. Rebook incls a 6 hour layover &amp; I am stuck outside sec,negative
@united. ..I received on other flights. #united  truly breaks guitars. #unitedbreaksguitars #wantmymoneyback,negative
@united just flew to #TelAviv paid $100 from a third suitcase which didn't even make it on the plane! Besides for the impolite service...,negative
@United  My bag is still in Colo Springs. I am disabled and have to search an unfamiliar airport and look for my bag. Not a good outcome,negative
@united Shame that there's no flex to tickets transfer rules.  Even calling from Neurosurgery ICU isn't enough!,negative
@united No. Denver said they don't handle baggage that made it to Colo. Springs.  They gave me an 800 number to call. No help there either.,negative
@united you guys need some serious training in customer service. Too many better options to put up with the way you guys handle ur mistakes,negative
@united 6533 ORD to DCA,neutral
"@united once he found out we had a problem he avoided me like the plague. Was told ""we can't find a supervisor.""",negative
@united ZCC82U Cancelled Flight flight 16h in advance??? Need connect flight reschedule so the link isn't helping. Help!? Gf waited months to see me.,negative
@united I will not be flying you again,negative
"@united in addition, my first flight was delayed an hour and I'm arriving at my destination 8 hrs Late Flight.",negative
"@united Cancelled Flighted our flight, didn't rebook us on added flight, now have to drive from a Denver to KC....thanks!",neutral
@united your announcement for pre boarding only addresses mobility. My disability requires me to travel with a lot of stuff. Do I preboard?,neutral
@united I flew United last month and the experience was AWESOME!,positive
@united our travel booked thru United group dept. Okc ticket agent less than willing to help with our connection in LAX.,negative
"@united v upset with your disability  ""services"". When I told one of your employees I was carrying medical equipment she was very rude.",negative
@united thnx for quick reply but don't think you can assist. Our intl grp will be put to considerable inconvenience today.,negative
@united wont transfer flight ticket to accompany an 11 yr old who's active military mom had to have emergency brain surgery? WOW!!,negative
@united @getmeontop 7 WEEKS Late FlightR AND I STILL HAVE NOT RECEIVED MY MILES FROM THE MileagePlus Gift Card $150 STARBUCKS CARD I HANDED OVER!!!,negative
"@united as a 1k, I'm always hoping for improvement.",negative
@united not yet. I complained about the guy who checked my luggage in as he was throwing the bags around. Unfortunate coincidence I hope?,negative
@united OKC ticket agent Roger McLarren(sp?) LESS than helpful with our Intl group travel problems Can't find a supervisor for help.,negative
@united mobile apps need construction from the ground up for each OS category.  It's expensive to get right .,negative
@united another fail for the United ticket agents in OKC. LESS than helpful and could care less about our problems. American here we come.,negative
"@united 441, which also had 1 working WC in coach. Good thing this bird landed ahead of schedule. I have to use the WC stat.",positive
@united the os isn't controlled by me but rather @VerizonWireless .  App is new.,neutral
"@united I just sent an email to Customer Care, telling them I may have to break up with you 😢. I sincerely hope they can help me!!",negative
@united silly I'm flying delta today. Your united club staff and attendants are surly and unhelpful and always seem bothered by pesky folk,negative
@united What is your phone number. I can't find who to call about a flight reservation.,negative
"@united well, you can't fix me missing my buddies 30th bday because of negligence but you can attempt to make up for it.",negative
"@united why am I to believe they will help when customer service couldn't? Like I said, I want a number to someone who can fix what you did.",negative
@united they helped me at the baggage service desk.  Said bc TSA screening was down in FLL not all bags made it but bag will be in EWR @ 12,negative
@united Mobile boarding pass disappeared from phone while standing in line to board. Second time this week... Hmm.,negative
@united for the record- Rozana at Newark was lovely and helpful. #choosekind,positive
@united It was last night's 1235/ORD-LGA.,neutral
@united thx for update,positive
@united thank you !,neutral
@united dm these nuts,neutral
@united Had to explain to a very over eager flight attendant trying to ask about my vision that my @ccicanine was not a guide dog!,negative
@united what's the point of asking for details about a #servicedog when you book if your flight crew doesn't read them? (Continued),negative
@united I tried but no one was available in bogota and everyone was rude in Houston. I was stuck for 35 hours because of you guys,negative
@united #worst2unitedflightsever UA 236 LAS to IAD 2/24 mechanical problems again - took off - had to land for fix - delayed again #wtfodds!,negative
@united despite my bag not making it to Newark good informative email tracking updates help!,positive
@United. What's going on with UA 236?  outbound flight last thurs was delayed 4hrs How long will this delay be? #worst2unitedflightsever,negative
@united #worst2unitedflightsever UA1429 IAD to LAS 2/19 mechanical problems - switched aircraft delayed 3.5 hours!,negative
@united crashed trying to check in.,negative
"@united Wow. What a deal. Again, 30+ plus seats available. Easy change to make a customer happy.",positive
@united thanks for the info I already knew...,neutral
@united Airline trouble this winter &amp; not getting good customer service? contact http://t.co/aQjn4HwNaC  we negotiate resolutions for You!,neutral
@united on 768 to Logan - boarding gong show due to lax carry on enforcement. Bins full of coats = no room for bags. U need a better system!,negative
@united Thank you.,neutral
@united Blackmailed me into paying £130 extra or having my return ticket nullified in San Francisco Airport. Terrible service from rep #scam,negative
@united is there an email address I can reach? Too long for a DM.,neutral
@united disappointed that u didnt honor my $100 credit given to me for ur mistakes. Taking my business elsewhere  ✌️out.,negative
@united ua1673 still waiting! Supposed to depart 9:08,negative
@united it was credit from my last trip that never came in the mail!,negative
@united ok it's now been 7 months waiting to hear from airline. I gave them quite a bit more than the 30 days requested! Terrible service,negative
@united does this process ever end? Still waiting for the reply since 2 months #pathetic #customerservice,negative
@united What's going on with your website? I'm Flight Booking Problems three tickets today and I've been booted off the system umpteen times.,negative
@united how do I get my account number if your website says email is unavailable?,negative
@united So do I need to book two one ways in order for her to fly as an unaccompanied minor?,neutral
"@united I received 1 bag last night, I am still missing the other one.",negative
"@united @simonroesner you'll need to upgrade the seats too, even in economy plus it's like sitting on a concrete bench.",negative
@united Pls Help Baby Hannah get the life saving surgeries she requires.She needs your help.Pls Donate/RT http://t.co/kQnrrP86A5,neutral
"@united bet you wont honour them, like mine ey",neutral
@united 2nd flight also delayed no pilots! But they boarded is so we can just sit here! #scheduling,negative
"@united I guess that's too much ask, huh?",neutral
@united but it's hard to stay upset at someone when they at least TRY to show remorse.,negative
"@united By the way, a simple apology goes a long way, even if it's a hollow one. It's obvious that you don't care about me or my well-being,",negative
@united This isn't a one time thing either! It's a shocking pattern of repeated neglect and disrespect.,negative
@united Fingers crossed &amp; its all intact. Very disappointed with this experience as before this we were actually saying we enjoyed using you,negative
"@united It's an incredibly easy fix, but you would rather stay in your comfort zone, while I get forced out of mine.",negative
@united ours in July. You have ZERO excuses for this. You have an out-of-date system that causes problems like this.,negative
@united Everyone around us is sitting with their friends and family members. They booked their tickets in October and December. We bought,negative
@united Not sure what you are talking about. She is going on nonstop flights. SNA to SFO and then SFO to EWR.,negative
".@united it will be because I'm moving to @AmericanAir because of @united talk, no service",negative
@united please be good to me this weekend!,neutral
"@united I asked a legitimate question about systemwide vs. localized problems, and got back an unreLate Flightd copy/paste. You can do better.",negative
@united what time? Who can I call. I need my skis. I will go to the airport and get them. No more faith in United.,negative
@united I see you guys are at it again. Amazing how one company continually makes mistakes yet fails to be held accountable for their error,negative
@united A Tourist Wonder: Super Tides and Tide of the Century at French and U.K coasts: http://t.co/gXdqORtsS0,neutral
@united Yeah sorry but there's always a problem with United. And you have an international reputation for having problems.,negative
@united yall should probably work on that.,neutral
"@united but then again, maybe the @BBBNE_SD_KS_IA would care more to hear what went on than whoever listens to issues you caused",negative
@united I wonder if sharing all this on FB and insta would produce a number. 140 characters really limits my story telling.,negative
@united so you're telling me there is no number to call after being left in an airport because of a negligent pilot and staff?,negative
@united Could this email be resent as it doesnt appear to have arrived.,negative
@united yes please! Trying to get to POP- in Newark now....,neutral
@united you have to follow me in order for me to DM...come on now,negative
"@united $25 United coupon to make up for broken entertainment system on a 9-hour flight, seriously? #Ridiculousness #learncustomerservice",negative
@united So they didn't drop my bag overnight &amp; now I'm leaving for a week. This is why you were supposed to hold on to the bag....,negative
@united I did DM the details but still no response. I have to book today.,negative
@united I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours? 🙏,neutral
@united can someone please explain the process of of what happens to property found on a plane after passengers leave at Heathrow ?,neutral
@united not able to DM you my confirmation number,negative
"@united I've sent the message, let me know if you got it. I'm not very twitter-literate. Also, is he REALLY going to be stuck for 18hrs?",negative
@united very unhappy at no response to complaint emailed on 2nd Feb ref.8441639. Awful customer service!,negative
@united DM does not work what do I do?,neutral
@united private jet would have been cool! Do does not work. I'll try again,positive
@united we were not given the option of using our United TravelBank in a recent Flight Booking Problems! Any help in using or recouping these funds? Thanks!,negative
@united common!! keep your paper work ready and don't delay our flights(#1585)and meetings @ChooseChicago,negative
@united how about 3659 YUL-ORD?,neutral
"@united yep that's correct, I got an email at 12:30 am that the flight was Cancelled Flightled, doesn't matter now flight into atl is delayed, thx",negative
@united 1k and had problem getting out of FLL to IAH  sent DM to you about making my connection  please let me know,negative
@united Done and done,neutral
"@united thanks, just sent :)",positive
"@united I'm grounded in Montreal with ua3659. I am missing my connection ua3417 to St. Louis. Can you help,Do you have a private jet for me?",negative
@united I'm so frustrated and nervous because of this.,negative
@united are the ones who make it difficult for me.,negative
@united I'm not a child. I'm someone who has an issue with flying and prepares ahead of time to reduce the distress caused by planes. You,negative
@united how does it get Cancelled Flightled 10 hours before take off?,negative
"@united This ALWAYS happens with you guys, and it makes traveling incredibly stressful and uncomfortable. Is that good business to you?",negative
@united So what does someone with severe anxiety do when the one person who can help him isn't next to him?,negative
@united I'm seeking to go 2 client. B/c u cant get me there I need refund. I filled out form not confident it works if past is an indication,negative
.Thnx for the response @united bot. It seems this 'improvement' could be easily attained. Is your 1st Class service really only worth $50?,neutral
"@united has unrivalled access to #California with flights to the U.S. from 7 UK airports, with nonstop or one-stop connections year-round",positive
"@united booked award tix on ThaiAirways but I'm not seeing a conf# for them, just the United Flight Booking Problems#. Can you get get the Thai# for me?",neutral
@united Luckily I made my flights this time but was so disappointed with the lack of communication :(,negative
@united checking to see why flight 3466 (atl-ord) got Cancelled Flighted?,negative
@united service so far has been horrid. We wanted to end the trip on a high note. Guess that's not an option.,negative
@united Booked a flight home over 7 months ago and requested seats together for my fiancée and I. We got 2 middle seats. UNACCEPTABLE. The,negative
@united YOU GUYS ARE HORRIBLE.,negative
@united thnx for the info,positive
@united Why do I have to pay $ 17 for wifi with an international business ticket?  #pennypincher,negative
"@united ok. To top things off, you've lost my luggage. Could you get ANY worse??? #UnitedAirlines",negative
@united kudos for not Cancelled Flightling flights from DFW this morning.   United usually first to panic...,positive
@united AND my luggage has been broken!! #youcouldntmakethis up #brokenwheel,negative
@united is flight 587 from DFW to ORD currently on-time? I see an advisory that DFW may be affected by weather,neutral
@united maybe one day you'll be the one quoted on http://t.co/mJkpgVXmPC,negative
@United flight delayed-no one remembered to turn the heat on flight 559 leaving ORD-seriously???,negative
@united another awesome new plane flight 1584 and extremely nice Captain Steve Connolly.,positive
@united to speak to a real person to get this resolved politely and efficiently. (2/2),negative
"@united I hadn't filed a refund claim as I was told there was no charge by your DM. This is disputed by my bank, hence why I would like(1/2)",negative
@united did  bags make it on the flight out of iad? second day without clothes is pretty inconvenient. We're pretty curious #UnitedAirlines,negative
@united Every United flight between Saipan and Guam is an adventure! You never know when @CapeAir's old plane will be operational :),positive
@united hence why I've been asking for the customer service phone number so I can speak to a real person to get this sorted out,negative
@united did our bags leave Washington yet? That would be convenient seeing as we left there a day ago. #UnitedAirlines #lostluggage,negative
@united so if I'm flying 1st class just one leg to Chicago but not on my long flight to China am I still able to use the lounge in Chicago,neutral
"@united according to your DMs, I'm not owed a refund. please may I be provided with a contact number before I go to my bank to file claim",negative
@united about 3 hours ago. I need to work out if my bag can make it to my hotel here in time or if it will need to go elsewhere.,negative
@united Okay thank you,neutral
@united I've filed the claim but have no way of calling for updates. Is there another way to do this?,neutral
@united pls properly train your agents. Requested to speak to 1k customer service &amp; was transferred to a dead end. Not even open at this hr,negative
@united Thanks for remembering to load my bag onto my connecting flight. Oh wait you forgot. Iceland should be fun with no clothes....,negative
@united Thank you for the cheese platter and abundance of entertainment options. Time just flew by.,positive
"@united customer service is atrocious! You have disrupted my travel plans, you have lost my luggage and it is impossible to TALK TO A HUMAN",negative
@united terminal at MIA should have food open before 5am esp when there are flights at 6am. Two hours early like recommended. Can't eat.,negative
@united it was UA flight 1001! Now I'm currently stuck in Portland because I missed my ride because of the 3 hour delay. #GetMartyHome,negative
"@united has not responded to my various requests for contact numbers, does anyone know the UK customer service number for #UnitedAirlines",negative
@united how we looking on getting those bags to Lusaka,negative
@united Could you update me on the suitcase please? The online and phone tracking told me nothing. I was told I'd have it back yesterday!,negative
@united thank you. Been trying for two days to set this up.,positive
@united just 1 last thing. U guys shouldn't be charging $ for drinks on a transatlantic flight,negative
@united LHR arrival lounge #fail. Waited 20 mins for shower then left to find hotel. U know how many passengers u carry. Planning???,negative
@united Any luck with finalizing my reservation? I DM'd information to you. Please let me know what else you need. Want to confirm ASAP. Thx,neutral
@united completed form but doubt it's any use. UA doesn't care. 6 day vacation will now be 5. Sure UA won't feel responsibility for that...,negative
@united Definitely a compliment! I really thought my bag was lost after it was sent on to another airport. In the end I am a happy customer,positive
@united thanx so much. You followed through and emailed me a $1000 ticket voucher. #unitedairlines they do care,positive
"@united this will definitely be a trip to remember EWR-STI second of the season, first on seat 35A because it pays to be loyal!",positive
"@united nope, they told us it was time for them to go home and to sleep at the airport. Even though they assured us we would get a room...",negative
@united keep me updated. Let me know that the bags make the flight to j-burg,neutral
"@united ..back for the expensive holiday, he worked all year to pay for, that you RUINED! We want compensation &amp; his original case back!",negative
@united thanks United I understand that. But he would actually like his own bag back! What have you done with it?! He also wants the money..,negative
"@united frankly worse customer service ever. Problems will happen, how you deal defines a company. Never again United.",negative
"@united It's still a valid flight. Just seems strange to delay for Late Flight inbound crew,  7 hours from now, when the plane is already here.",negative
@united Thanks for the lack of help and the canned response from the 1K desk!,negative
@united   It's too bad UA has had another unforeseeable operational issue on my return flight.,negative
@united I would like to know what's going on before his current flight lands.,neutral
@united if I pay you $25 and $35 for my luggage to be delivered when I arrive. Why should I have to wait 3 additional days for its delivery?,negative
@united so 8 hotels for 32 people but feel like we are being held hostage because someone has our boarding passes so we can't leave! #FAIL,negative
@united you are one great airline ❤️,positive
@united Outbound 2 bags 70 lbs bags Returning home 1 bag 50 lbs. What is your logic? And WHY? Am I writing to a Machine? Human HELP required,negative
@lindaSWC @united:  We don't like to hear you had a poor experience. Please share details w/our Customer Care team http://t.co/HIsc4NdMgZ.,negative
@united no Cancelled Flightn just left us to fend for ourselves when flt came in Late Flight. Getting runaround for 3 hrs. Each employee blaming  previous 1.,negative
@united This is NOT a local UNITED number for Malaysia   0011 800-55558000. What is your local United Airlines here in Kuala Lumpur ( KUL )?,neutral
@united okay ase24766m. Find our luggage.,negative
@united The agent that met us at the gate said any issues w/delays on UA1116 would have to be taken up online...,negative
"@united I send you an urgent message via eservice@united.com.  BG0KWM   Narayanan. Please respond ASAP. Also, NO local United Tel # @ KUL",neutral
@united thanks! Will you guys be getting the A380s anytime soon?,neutral
@united But they are not... lady one phone says its in tel aviv. Tel Aviv united says its in Newark. No one knows and I have nothing...,negative
“@united: @MelanieSpring We'll see what we can do. ^KN” We are running! Most of this plane is running. Thanks for the help!,positive
"@united yes, but still now answers. Many have not had their luggage for 3 days! Unacceptable!!",negative
@united what is that going to do for you? Nothing just like you always do,negative
@united I sent in my feedback.  Thank you.,neutral
@united plus what about food? And taxis?,negative
@united you are offering us 8 rooms for 32 people #FAIL,negative
@united 32 people getting pretty tired about no action on solving the problem plus missing a day of vacation and skiing,negative
@united The bright side would be keeping the promise that was made to me. Hope you're having a good night. Thanks.,negative
@united yes I do.,neutral
@united I take back the comment about your team here working hard to help us A so far no solution for a hotel or food or anything #fail,negative
@united on 4124 arriving two hours Late Flight into CLT. Now sitting on the tarmac while they move a plane from the gate. Unhappy customer.,negative
@united airlines is the absolute worst. They have no idea what they are doing. #neveragain #UnitedAirlines,negative
"@united Thanks; might want to fix this line: ""Our Customer Care team is currently responding to most inquiries within 7-10 business days.""",negative
@united we just flew with United from AUS (Austin Bergstrom) to Cancun Intl. Best flight ever! The 737's are not too big... Not too small!,positive
"@united it's frustrating, as a frequent flyer, loyal since Continental. Upgrade equals paying 3 times or more on top of purchase ticket.",negative
@united Deep Vein thrombosis,neutral
"@united at its worse. Can't figure how to pack plane, screws up connectns then claims no hotl rooms in San Fran for stranded pax. Way to go!",negative
@united 4 passengers after a 2 hour delayed flight left with no hotel at the end of the night @ hou airport. Wtf??!! http://t.co/ZfqMpGXVS6,negative
"Hey @united why does the flight from IAH to POS leave so Late Flight, and the one back to IAH so early? I rather get to POS earlier",negative
@united Lost bag process is broken. Agent promised they'd call &amp; hold my bag when found. Now they're waking me at 3am w/ delivery. #fail,negative
@united the people at the counter have been very helpful. As you can see nobody is there. Flight to Austin 10:55 and still sitting here.,negative
@united unfortunately still on the Tarmac at @fly2ohare and definitely missing my ride from @flypdx #GonnaBeALongNight,neutral
“@united: @Darquenloveli We regret to hear this. Please let us know if you need assistance. ^KN” I was finally able to secure my seat. Thx,negative
@united what time does check in open for flight no UA80 from Manchester to Newark today ?,neutral
"@united good to know you will open the closed doors for ""premier passengers"" after safety briefings on delayed flights. #annoyed.",negative
@united DM sent,neutral
@united yea get me to phoenix already. Delays all day with you people. It's bullshit.,negative
"@united If it's any consolation, your staff was stellar. Just not the hour+ delays I encountered with every one of my 4 flights.",negative
"@united flight ua3576, gate b1. And tell ray I somehow made it on to the 736 flight out of IAH and didn't have to wait for the 917 one. :)",positive
@united that's unfortunate. The @Tumitravel was an xmas gift and it looks like a razor ripped right through the front pocket in the picture,negative
@united But thanks for asking,positive
@united Lost bags. Cancelled Flightled flights. Delhi call centers. Poor United staff spread thin and stressed. You name it.,negative
@united Yes. Doesn't make that mistake any less absurd. Doesn't change the fact that I'm very inconveniently missing my luggage tonight.,negative
@united I'm constantly having challenges with upgrades &amp; charges. In order to prevent DVT I have to pay an addtl $180 http://t.co/xC6jQ70r7B,negative
"@united In ORD, waited 20 min after crew members left before gate items came. Flight attendant sarcastically said good luck and walked away.",negative
"@united Follow me back, please, and I'll happily DM you the link because I'd rather not share my travel plans publicly.",neutral
@united you too!,positive
@united is my favorite airline.,positive
@united seriously #fail on making strangers share a room,negative
@united @luke_mcintosh68 nah you wouldn't,neutral
@united we needed them here asap. Will they make it on today's flight?,negative
@united agent split up my reservation? Now can't Cancelled Flight and refund credit for 2wks? Why,negative
@united Our vacation's going to be ruined w/ 3 days of rain. : ( The change fee for 2 of us is nearly cost of original flight. Can you help?,neutral
@united I sent the message. Let me know ASAP.,neutral
@united why would they make me share a room?,negative
"@united tried calling too, but w/25 min phn wait means we'd miss options anyway",negative
@united can you ask your guys with flight 1146 to BWI to wait for us to get off a delayed flight from San Diego? Pretty please?,negative
@united we're still waiting to find out your rep is working hard - most upset about having to wait to tomorrow pm to get to mammoth,negative
"@united for an early flt, I think a call is appropriate. Yes, reviewed and nada avail until next day. Expect full refund",negative
"@united i understand, thanks",neutral
"@united again I ask, who can I call to get this fixed? Tweeting me BS questions to stall only makes things worse. Phone number please.",negative
@united Yo yo yo stuck on the tarmac for over 2 hours at @fly2ohare ... Going to miss my ride at @flypdx help please! #HelpImStuck #United,negative
@united it's highly unprofessional for you to overbook a flight by 12 seats &amp;feel that I should rearrange my schedule for your mismanagement,negative
"@united well, considering every agent before claimed they were unable to help with everything else, why waste more time to hear 'call corp'",negative
@united man I can't wait to book my ticket now! Thanks JP you're a life sabe,positive
"@united Ice, which I totally understand. But when a large number of us are facing 15+ hours of time and overnight Cancelled Flightations it seems like",negative
@united flt 1249 Cancelled Flightled and I get email @3:30 AM? What happened to courtesy phn call? Had to book diff airline &amp; city,negative
"@united tag numbers 0016 964012, 0016 964077, 0016 964078 - let's find these bags.",negative
"@united better train your support staff with appropriate decorum, consider revisiting your terrible ""provide a death certificate' policy",negative
@united Well the bar is set low! You guys are really good at the apology game! What will change? When will u guys learn?,negative
"@united My post was just more of disappointment.  I'm a frequent United flyer, it was a simple ??.  1 bad apple doesn't spoil the bunch.",neutral
@united you guys continue to impress me in Houston. http://t.co/cIh1qNllcM,positive
@United I have no way of making phones calls... Need to handle via Twitter/email/web. Thank you!,negative
@united Please help... I am in Ethiopia adopting a two year old child. Have an existing confirmation #. Need to add child to reservation.,neutral
"@united question:are there onboad 110 volt outlets in all planes? If so, where?",neutral
@united Your website deserves a new design. #html5 FTW!,negative
@united thanks for effing up our holidays - we're missing a full day of skiing due to your baggage team's incompetence at @FlyYOW,negative
@united Twitter isn't letting me DM you..,neutral
@united I hope so too,neutral
@united agent helps the person in front of me.  Finishes up with them and then walks away.  The guy behind me is as shocked as I am.,negative
@united Connection at ORD was on the exact same plane again. Checked carry-on was apparently taken off &amp; left in Chicago. Pretty ridiculous.,negative
@united Not encouraged that I'll have my CPAP tonight.,negative
@united Yes. Did file a claim as soon as the carousel stopped without my bag on it. Got an email that its found but not sched for delivery,negative
@United an idea: monitor mileage members travel patterns enough to know when they change jobs/lose status...and make the transition easier.,neutral
@united  Delay DEN-CLE because they have to manually enter baggage tags? Really? Worst cust service day for this 1ker. #friendlyskies??,negative
"@united Why tell us flight is delayed, then tell us it's on time again with 20 min to spare? Don't say it's delayed unless you're sure!",negative
"@united yes in Lusaka, Zambia. My guess is the bags never made the plane at IAD.",negative
@united where is my flight voucher?,neutral
"@united Late Flight to Denver, Late Flight to Newark...let's not even get into the disaster that was checking bags. Unacceptable.",negative
@united has once again let me down. Don't think I've ever flown with them and not had problems. Worst airline period.,negative
@united yes I filed a claim &amp; hope to receive by luggage by 2am. Ridiculous as I had to purchase items to go to sleep &amp; no reimbursement.,negative
@united UA938 ORD-LHR.  bags are being loaded 30min Late Flight. Frigid air into cabin! Plane feels like falling apart! Upgrade long haul fleet!,negative
"@united Flight attendant never served me my beverage (tea), and not once checked up on me. What gives? #ua6076 #notcool",negative
@united load balancing system apparently down #systemwide - major impact on all #united airlines flights. Was this a #cyberattack?,negative
@united After our unscheduled refueling stop and missing 2 connecting flights we r home n looking 4ward to our bed and a big PB&amp;J sandwich.,negative
@united @AmericanAir spent hundreds to rectify the situation and you guys go quiet,negative
@united UA276 sitting at EWR nearly an hour after sked.  Pilot says computers down but no clue when we will leave.  Can you help?,negative
@united @AmericanAir so that's it? It just ends there? Come on! I traveled for literally an extra day and a half because of this!,negative
@united Made the upgrade list. Will fly 1st tomorrow (for 40 min) for the first time ever! 🙌 #StatusMatchPaidOff http://t.co/ATfRKp6goY,positive
"@united not just refunded, but for those of us who are on vacation to get a free room night to make up for making us sleep in DIA",positive
